BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_PER_BED,PRICE_PER_PROPERTYSQFT
Brokered by Corcoran Brooklyn Heights,House for sale,2250000,6,4.0,2184.207862,Kings County,40.7246592,-73.9475691,375000.0,1030.121738477654
Brokered by COMPASS,Co-op for sale,359000,1,1.0,2184.207862,New York County,40.7751786,-73.9550168,359000.0,164.3616462726568
Brokered by RE MAX Real Estate Professionals,House for sale,1439000,6,4.0,1440.0,Kings County,40.6337561,-74.003307,239833.33333333334,999.3055555555555
Brokered by Exit Realty DKC,Multi-family home for sale,1050000,7,4.0,3280.0,Bronx County,40.8282228,-73.8706372,150000.0,320.1219512195122
Brokered by Exp Realty,Co-op for sale,134500,3,1.0,503.0,The Bronx,40.8789773,-73.916004,44833.333333333336,267.3956262425447
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,11900000,6,2.3738608579684373,9075.0,New York County,40.8032028,-73.9687464,1983333.3333333333,1311.2947658402204
Brokered by Sowae Corp,House for sale,270000,4,2.0,2000.0,Bronx County,40.8550515,-73.8852304,67500.0,135.0
Brokered by Key Impact Realty Group Inc,Multi-family home for sale,2280000,6,5.0,2184.207862,Queens County,40.7472951,-73.8164494,380000.0,1043.8566949906894
Brokered by Voro Llc,Co-op for sale,278999,1,1.0,2184.207862,Queens County,40.7601741,-73.728329,278999.0,127.73463773934533
Brokered by Key Impact Realty Group Inc,Multi-family home for sale,2280000,6,5.0,2184.207862,Queens County,40.7472951,-73.8164494,380000.0,1043.8566949906894
Brokered by Sowae Corp,Multi-family home for sale,625000,5,2.0,2184.207862,Kings County,40.6921071,-73.9400823,125000.0,286.14492735490387
Brokered by Sowae Corp,House for sale,270000,4,2.0,2000.0,Bronx County,40.8550515,-73.8852304,67500.0,135.0
Brokered by Island Advantage Realty LLC,Foreclosure,605000,4,2.0,1344.0,Richmond County,40.5909939,-74.0662942,151250.0,450.1488095238095
Brokered by American Homes Group,House for sale,529000,3,2.0,1150.0,Richmond County,40.635324,-74.133679,176333.33333333334,460.0
Brokered by Corcoran Park Slope,Townhouse for sale,1050000,4,1.0,2184.207862,Kings County,40.6701878,-73.9595284,262500.0,480.7234779562385
Brokered by COMPASS,Co-op for sale,225000,3,1.0,2184.207862,New York,40.7992319,-73.9526079,75000.0,103.0121738477654
Brokered by Stonegate Real Estate,Townhouse for sale,1049000,3,1.0,1224.0,Queens County,40.7207542,-73.8537801,349666.6666666667,857.0261437908497
Brokered by Century Homes Realty Group LLC,Co-op for sale,259000,1,1.0,2184.207862,Queens,40.7488599,-73.8926999,259000.0,118.57845789587218
Brokered by Coldwell Banker Kueber Realty,House for sale,599000,3,2.0,2184.207862,Kings County,40.6645719,-73.8995034,199666.66666666666,274.2412983769399
Brokered by Wonica REALTORS & Appraisers,Contingent,675000,3,1.0,1316.0,Richmond County,40.630475,-74.100665,225000.0,512.9179331306991
Brokered by Coldwell Banker Warburg,Condo for sale,3595000,3,3.0,1862.0,New York,40.7241961,-74.0091487,1198333.3333333333,1930.719656283566
Brokered by J Milo Real Estate,Contingent,789000,4,2.0,1871.0,Richmond County,40.5248784,-74.2121776,197250.0,421.6996258685195
Brokered by Keller Williams Realty Liberty,Multi-family home for sale,998000,6,3.0,1872.0,Queens County,40.7086372,-73.9026067,166333.33333333334,533.1196581196581
Brokered by TOP NEST INC,Multi-family home for sale,889000,6,2.0,2280.0,Bronx County,40.8368581,-73.8449273,148166.66666666666,389.9122807017544
Brokered by Corcoran Park Slope,House for sale,825000,2,2.0,1820.0,Kings County,40.6163169,-73.9981652,412500.0,453.2967032967033
Brokered by JOSK REALTY LLC,Multi-family home for sale,599999,6,2.0,3490.0,Kings County,40.6649303,-73.8670719,99999.83333333333,171.91948424068767
Brokered by Corcoran East Side,Townhouse for sale,10999000,5,7.0,2184.207862,New York County,40.7836212,-73.9759437,2199800.0,5035.692889562541
Brokered by TREBACH REALTY INC,House for sale,2750000,4,2.3738608579684373,2184.207862,Bronx County,40.8930548,-73.9067416,687500.0,1259.037680361577
Brokered by BHHS Fillmore R.E.,House for sale,649000,3,2.0,1064.0,Kings County,40.6215026,-73.9066372,216333.33333333334,609.9624060150376
Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,989000,8,5.0,3960.0,Bronx County,40.8807579,-73.8418489,123625.0,249.74747474747474
Brokered by Promise Realty LLC,Condo for sale,357000,3,1.0,1100.0,The Bronx,40.8389829,-73.8601515,119000.0,324.54545454545456
Brokered by Brown Harris Stevens - 1926 Broadway,Townhouse for sale,25000000,6,8.0,2184.207862,New York County,40.782683,-73.9586904,4166666.6666666665,11445.797094196156
"Brokered by LandSeAir Real Estate Group, Inc - Bronx Little Italy Office",Co-op for sale,119888,1,1.0,2184.207862,Queens,40.7582228,-73.8559216,119888.0,54.88854888115955
Brokered by Joyce Realty,Multi-family home for sale,1099999,4,2.0,2185.0,Bronx County,40.8135939,-73.8019007,274999.75,503.4320366132723
Brokered by Daniel Gale Sotheby's International Realty,House for sale,749000,2,1.0,2184.207862,Queens County,40.7236718,-73.8030548,374500.0,342.9160809421168
Brokered by Robert Defalco Realty Inc.,Multi-family home for sale,589999,4,2.0,1680.0,Richmond County,40.6314894,-74.1348461,147499.75,351.189880952381
Brokered by COMPASS,Multi-family home for sale,6995000,20,20.0,12492.0,New York County,40.7368035,-73.9864789,349750.0,559.9583733589498
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,22500000,5,6.0,8725.0,New York County,40.7669348,-73.9701575,4500000.0,2578.7965616045844
Brokered by Homefinders of SI Inc.,House for sale,749000,3,2.0,1332.0,Richmond County,40.6155772,-74.1364517,249666.66666666666,562.3123123123123
Brokered by Exp Realty,Condo for sale,499000,3,2.0,1156.0,Queens,40.6726721,-73.8496745,166333.33333333334,431.66089965397924
Brokered by RUMIC Realty Inc,House for sale,859000,3,3.0,2184.207862,Queens County,40.71176,-73.753743,286333.3333333333,393.2775881565799
Brokered by Corcoran Brooklyn Heights,Pending,599999,2,2.0,2184.207862,Brooklyn,40.5887895,-73.9452357,299999.5,274.69867242882395
Brokered by BROOKLYN`S 4 U REALTY,House for sale,899000,3,2.0,1324.0,Kings County,40.6055237,-73.9143161,299666.6666666667,679.0030211480363
Brokered by Bright Horizons Realty Inc,Co-op for sale,315000,2,1.0,850.0,Brooklyn,40.6142504,-73.9196974,157500.0,370.5882352941176
"Brokered by Robert Defalco Realty, Inc.",House for sale,1999999,5,2.3738608579684373,5301.0,Richmond County,40.6071393,-74.097086,399999.8,377.28711563855876
Brokered by Exp Realty,House for sale,950000,4,3.0,1746.0,Queens County,40.7107548,-73.7320869,237500.0,544.1008018327606
Brokered by COMPASS,Townhouse for sale,13950000,6,6.0,6798.0,New York County,40.736891,-73.985669,2325000.0,2052.0741394527804
Brokered by Sovereign Realty Of Ny Inc,House for sale,1399000,5,3.0,3375.0,Queens County,40.6491159,-73.8389887,279800.0,414.51851851851853
Brokered by COMPASS,Condo for sale,595000,3,1.0,660.0,New York,40.7059312,-74.0093393,198333.33333333334,901.5151515151515
Brokered by TALK OF THE TOWN REALTY C,House for sale,1618000,5,2.0,2200.0,Kings County,40.6148883,-73.9078973,323600.0,735.4545454545455
Brokered by Douglas Elliman - Bayside,Pending,485000,6,3.0,2184.207862,Bronx County,40.8781862,-73.8523657,80833.33333333333,222.04846362740543
Brokered by Century 21 Awaye Realty,Contingent,748000,3,2.0,1592.0,Richmond County,40.5342218,-74.2016301,249333.33333333334,469.8492462311558
Brokered by Ben Bay Realty Company of Staten Island LLC,Multi-family home for sale,1100000,3,2.0,1928.0,Richmond County,40.5142085,-74.2505102,366666.6666666667,570.5394190871369
Brokered by COMPASS,Townhouse for sale,3995000,8,8.0,5046.0,New York County,40.80059,-73.97071,499375.0,791.7162108600872
Brokered by Century 21 Realty First,Co-op for sale,659000,1,1.0,440.0,Brooklyn,40.6867525,-73.996485,659000.0,1497.7272727272727
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,1099000,6,3.0,2018.0,Queens County,40.7385519,-73.8545527,183166.66666666666,544.5986124876115
Brokered by YourHomeSold Guarantee Realty,Condo for sale,319000,2,2.0,1102.0,Bronx County,40.806951,-73.853401,159500.0,289.4736842105263
Brokered by Exp Realty,Multi-family home for sale,999000,9,3.0,3168.0,Bronx County,40.8474641,-73.9177608,111000.0,315.34090909090907
Brokered by Legacy Estate Realty,Co-op for sale,398000,3,2.0,1571.0,Queens,40.7125699,-73.79318,132666.66666666666,253.34182049649905
Brokered by New Heights Realty,Co-op for sale,249000,3,1.0,500.0,New York,40.8717961,-73.916064,83000.0,498.0
Brokered by B Square Realty,Multi-family home for sale,1299000,3,2.0,2648.0,Queens County,40.7544269,-73.8114185,433000.0,490.55891238670694
"Brokered by Nest Seekers International, Midtown",Townhouse for sale,8950000,3,6.0,6336.0,New York County,40.7437415,-73.978774,2983333.3333333335,1412.5631313131314
Brokered by Jaymore Realty Llc,House for sale,750000,5,3.0,1500.0,Queens County,40.6693291,-73.7924388,150000.0,500.0
Brokered by COMPASS,Multi-family home for sale,1100000,5,3.0,1916.0,Kings County,40.6183626,-73.9260392,220000.0,574.1127348643006
"Brokered by Robert Defalco Realty, Inc.",House for sale,1275000,3,4.0,2380.0,Richmond County,40.5393625,-74.214287,425000.0,535.7142857142857
Brokered by RELIABLE SELL & BUY REALTY INC,House for sale,689000,2,2.0,750.0,Kings County,40.5817208,-73.9645608,344500.0,918.6666666666666
Brokered by Exp Realty,Co-op for sale,320000,1,1.0,2184.207862,Queens County,40.7192438,-73.8499268,320000.0,146.50620280571079
Brokered by Brown Harris Stevens,Townhouse for sale,3995000,5,6.0,2184.207862,Kings County,40.6799381,-73.9764616,799000.0,1829.0383756525457
Brokered by Prestige Homes Ny Inc,Multi-family home for sale,1399000,6,5.0,2500.0,Queens County,40.6717866,-73.7955639,233166.66666666666,559.6
Brokered by Cross Country Realty,House for sale,395000,2,2.0,1089.0,Bronx County,40.807051,-73.853819,197500.0,362.71808999081725
Brokered by COMPASS,House for sale,1250000,4,2.0,2273.0,Bronx County,40.8976524,-73.9019402,312500.0,549.9340079190497
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,719000,3,2.0,1440.0,Queens,40.721289,-73.8403901,239666.66666666666,499.30555555555554
Brokered by EXIT REALTY PRIVATE CLIENT,Multi-family home for sale,795000,3,4.0,1171.0,Bronx County,40.8809803,-73.9074446,265000.0,678.9069171648164
Brokered by Cypress Estates Realty LLC,Multi-family home for sale,1175000,6,5.0,2184.207862,Queens County,40.6820237,-73.800217,195833.33333333334,537.9524634272193
Brokered by COMPASS,Condo for sale,4250000,3,4.0,2054.0,Manhattan,40.7704759,-73.9574549,1416666.6666666667,2069.1333982473225
Brokered by Elegran Real Estate And Development,Townhouse for sale,2500000,3,4.0,2201.0,New York County,40.741725,-73.9786641,833333.3333333334,1135.8473421172193
Brokered by 5 Boro Realty Corp,Multi-family home for sale,850000,3,2.3738608579684373,1600.0,Kings County,40.5776897,-74.0072206,283333.3333333333,531.25
Brokered by Elite Real Estate Group 1 Llc,House for sale,1350000,4,2.0,2948.0,Bronx County,40.8548137,-73.8500157,337500.0,457.93758480325647
"Brokered by Robert DeFalco Realty, Inc.",House for sale,929000,5,2.3738608579684373,2200.0,Richmond County,40.5592121,-74.1263587,185800.0,422.27272727272725
Brokered by EXIT HOME KEY REALTY,Townhouse for sale,549990,3,2.0,2184.207862,Richmond County,40.5610279,-74.1050355,183330.0,251.80295775347776
Brokered by Corcoran West Side,Multi-family home for sale,34000000,3,8.0,2184.207862,New York County,40.7433901,-73.9973776,11333333.333333334,15566.284048106772
Brokered by Berkshire Hathaway,Multi-family home for sale,1550000,6,6.0,2184.207862,Kings County,40.5757051,-74.0098832,258333.33333333334,709.6394198401616
Brokered by COMPASS,Co-op for sale,265000,1,1.0,2184.207862,New York,40.8003865,-73.9443376,265000.0,121.32544919847925
Brokered by Milgram Brokerage,House for sale,879000,4,2.3738608579684373,1630.0,Queens County,40.7282179,-73.8032584,219750.0,539.2638036809816
"Brokered by Nest Seekers International, Westside",Land for sale,1200000,3,2.3738608579684373,2184.207862,New York County,40.797735,-73.933806,400000.0,549.3982605214155
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,7500000,4,2.0,4250.0,New York County,40.77551,-73.957627,1875000.0,1764.7058823529412
Brokered by Floral Homes Inc,Co-op for sale,325000,2,1.0,2184.207862,Queens,40.7427699,-73.70245,162500.0,148.79536222455002
Brokered by Jamie & Connie Real Estate Grp,House for sale,755000,2,2.0,2184.207862,Queens County,40.7565607,-73.7796734,377500.0,345.6630722447239
Brokered by TREBACH REALTY INC,Co-op for sale,325000,2,2.0,2184.207862,The Bronx,40.8890553,-73.9033819,162500.0,148.79536222455002
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,1395000,2,1.0,2184.207862,New York,40.7134524,-74.0070904,697500.0,638.6754778561454
"Brokered by Robert DeFalco Realty, Inc.",House for sale,649000,3,2.0,980.0,Richmond County,40.5434215,-74.174846,216333.33333333334,662.2448979591836
Brokered by RE MAX Central,House for sale,499999,2,1.0,800.0,Richmond County,40.594453,-74.1889609,249999.5,624.99875
Brokered by RE MAX Elite,Multi-family home for sale,999998,4,4.0,2720.0,Richmond County,40.5862681,-74.1585168,249999.5,367.64632352941175
Brokered by Coldwell Banker American Homes,Multi-family home for sale,1358000,6,3.0,2184.207862,Kings County,40.6871306,-73.9215141,226333.33333333334,621.7356981567352
Brokered by TREBACH REALTY INC,House for sale,1650000,5,4.0,2184.207862,Bronx County,40.8806865,-73.9157055,330000.0,755.4226082169463
Brokered by Keller Williams NYC,Co-op for sale,680000,1,1.0,2184.207862,Brooklyn,40.6915357,-73.9956516,680000.0,311.32568096213544
Brokered by RE MAX Edge,Co-op for sale,258888,1,1.0,650.0,Brooklyn,40.617279,-74.0267532,258888.0,398.28923076923076
Brokered by Keller Williams Realty Greater Nassau,Townhouse for sale,660000,3,2.3738608579684373,1283.0,Bronx County,40.851494,-73.8492232,220000.0,514.419329696025
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,300000,1,1.0,2184.207862,New York,40.7719231,-73.955157,300000.0,137.34956513035388
Brokered by Red Door Realty Group,Townhouse for sale,318888,2,2.0,1270.0,Richmond County,40.6384591,-74.1646633,159444.0,251.09291338582676
Brokered by COMPASS,Co-op for sale,330000,1,2.0,2184.207862,New York,40.7595774,-73.964779,330000.0,151.08452164338925
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,747000,11,1.0,747.0,New York,40.7942099,-73.9636725,67909.09090909091,1000.0
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,699000,2,2.0,2184.207862,Queens County,40.7037872,-73.8752532,349500.0,320.0244867537245
Brokered by COMPASS,Co-op for sale,875000,1,1.0,2184.207862,New York,40.7769649,-73.9769247,875000.0,400.6028982968654
Brokered by COMPASS,Co-op for sale,385000,2,2.0,1100.0,The Bronx,40.8827696,-73.9148245,192500.0,350.0
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,985000,3,2.0,2184.207862,Jackson Heights,40.7518439,-73.8822788,328333.3333333333,450.96440551132855
Brokered by Belle Harbor Realty,Co-op for sale,349000,1,1.0,1017.0,Queens,40.5781687,-73.8586706,349000.0,343.1661750245821
Brokered by Coldwell Banker Warburg,Townhouse for sale,5950000,4,4.0,2184.207862,New York County,40.7750765,-73.9495633,1487500.0,2724.099708418685
Brokered by EXIT REALTY ONE,House for sale,968000,3,2.0,1344.0,Queens County,40.7309404,-73.8683812,322666.6666666667,720.2380952380952
Brokered by RE MAX 1st Choice,Condo for sale,569000,2,2.0,2184.207862,Queens,40.7332174,-73.8448704,284500.0,260.5063418639045
Brokered by Robert Defalco Realty Inc.,Condo for sale,238000,1,1.0,650.0,Staten Island,40.6109595,-74.060351,238000.0,366.15384615384613
Brokered by Douglas Elliman - Roslyn,Multi-family home for sale,1200000,6,6.0,5712.0,Queens County,40.7023326,-73.8891107,200000.0,210.08403361344537
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,4995000,4,3.0,2184.207862,New York,40.7910972,-73.9748583,1248750.0,2286.870259420392
Brokered by REALHome Services & Solutions,House for sale,911600,3,2.0,1596.0,Queens County,40.7685072,-73.8246067,303866.6666666667,571.1779448621554
Brokered by Howard Hanna | Rand Realty,House for sale,598000,3,2.0,1144.0,Bronx County,40.87796,-73.9011666,199333.33333333334,522.7272727272727
Brokered by Keller Williams Legendary,Condo for sale,472000,1,1.0,700.0,Queens,40.73531,-73.8812513,472000.0,674.2857142857143
Brokered by Fillmore Real Estate,House for sale,549000,1,2.0,2184.207862,Queens County,40.669243,-73.809973,549000.0,251.34970418854758
Brokered by Joanne Costa Realty,Multi-family home for sale,3995000,3,2.3738608579684373,12200.0,Richmond County,40.6107278,-74.0701607,1331666.6666666667,327.4590163934426
Brokered by Keller Williams Legendary,Condo for sale,472000,1,1.0,700.0,Queens,40.73531,-73.8812513,472000.0,674.2857142857143
Brokered by Howard Hanna | Rand Realty,House for sale,598000,3,2.0,1144.0,Bronx County,40.87796,-73.9011666,199333.33333333334,522.7272727272727
Brokered by RE MAX Edge,House for sale,1085000,5,3.0,1200.0,Kings County,40.618311,-73.997597,217000.0,904.1666666666666
Brokered by Keller Williams Hudson Valley,Multi-family home for sale,680000,3,2.0,1535.0,Kings County,40.6713695,-73.869277,226666.66666666666,442.99674267100977
Brokered by Howard Hanna | Rand Realty,Condo for sale,200000,1,2.3738608579684373,637.0,Bronx County,40.8389649,-73.8613485,200000.0,313.9717425431711
Brokered by Century Homes Realty Group LLC,Co-op for sale,210000,2,1.0,1000.0,Queens,40.734848,-73.8232512,105000.0,210.0
Brokered by Re/Max Edge,Townhouse for sale,525000,2,2.0,996.0,Richmond County,40.546286,-74.195582,262500.0,527.1084337349398
Brokered by Prime Realty,Multi-family home for sale,999000,5,3.0,2184.207862,Kings County,40.6207744,-73.9055089,199800.0,457.37405188407837
"Brokered by Neuhaus Realty, Inc.",Multi-family home for sale,1799000,3,1.0,5400.0,Staten Island,40.5767317,-74.1187369,599666.6666666666,333.14814814814815
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,1900000,9,5.0,5000.0,New York County,40.8082842,-73.9412356,211111.11111111112,380.0
Brokered by Sovereign Realty Of Ny Inc,House for sale,519000,3,2.0,1200.0,Queens County,40.651735,-73.830298,173000.0,432.5
